x(m)	V(m/s)
4.09	53.732
4.15	54.088
4.20	54.445
4.26	54.802
4.32	55.159
4.38	55.515
4.44	55.872
4.50	56.229
4.56	56.587
4.62	56.944
4.68	57.301
4.74	57.658
4.81	58.015
4.87	58.373
4.93	58.730
4.99	59.088
5.06	59.445
5.12	59.803
5.19	60.161
5.25	60.518
5.31	60.876
5.38	61.234
5.45	61.592
5.51	61.950
5.58	62.308
5.65	62.666
5.71	63.024
5.78	63.382
5.85	63.741
5.92	64.099
5.99	64.457
6.06	64.816
6.13	65.174
6.20	65.533
6.27	65.892
6.34	66.250
6.41	66.609
6.48	66.968
6.55	67.327
6.63	67.685
6.70	68.044
6.77	68.403
6.85	68.763
6.92	69.122
7.00	69.481
7.07	69.840
7.15	70.199
7.22	70.559
7.30	70.918
7.37	71.278
7.45	71.637
7.53	71.997
7.61	72.357
7.69	72.716
7.76	73.076
7.84	73.436
7.92	73.796
8.00	74.156
8.08	74.516
8.16	74.876
8.24	75.236
8.33	75.596
8.41	75.956
8.49	76.317
8.57	76.677
8.65	77.037
8.74	77.398
8.82	77.758
8.91	78.119
8.99	78.480
9.08	78.840
9.16	79.201
9.25	79.562
9.33	79.923
9.42	80.284
9.51	80.644
9.59	81.005
9.68	81.367
9.77	81.728
9.86	82.089
9.95	82.450
10.04	82.811
10.13	83.173
10.22	83.534
10.31	83.896
10.40	84.257
10.49	84.619
10.58	84.980
10.67	85.342
10.77	85.704
10.86	86.065
10.95	86.427
11.05	86.789
11.14	87.151
11.23	87.513
11.33	87.875
11.42	88.237
11.52	88.599
11.62	88.962
11.71	89.324
11.81	89.686
11.91	90.049
12.00	90.411
12.10	90.774
12.20	91.136
12.30	91.499
12.40	91.861
12.50	92.224
12.60	92.587
12.70	92.950
12.80	93.312
12.90	93.675
13.00	94.038
13.11	94.401
13.21	94.764
13.31	95.128
13.42	95.491
13.52	95.854
13.62	96.217
13.73	96.581
13.83	96.944
13.94	97.307
14.04	97.671
14.15	98.034
14.26	98.398
14.36	98.762
14.47	99.125
14.58	99.489
14.69	99.853
14.80	100.217
14.90	100.581
15.01	100.945
15.12	101.309
15.23	101.673
15.34	102.037
15.45	102.401
15.57	102.765
15.68	103.129
15.79	103.494
15.90	103.858
16.02	104.223
16.13	104.587
16.24	104.952
16.36	105.316
16.47	105.681
16.59	106.045
16.70	106.410
16.82	106.775
16.93	107.140
17.05	107.505
17.17	107.869
17.28	108.234
17.40	108.599
17.52	108.965
17.64	109.330
17.76	109.695
17.88	110.060
18.00	110.425
18.12	110.791
18.24	111.156
18.36	111.521
18.48	111.887
18.60	112.252
18.72	112.618
18.85	112.984
18.97	113.349
19.09	113.715
19.22	114.081
19.34	114.447
19.47	114.812
19.59	115.178
19.72	115.544
19.84	115.910
19.97	116.276
20.09	116.642
20.22	117.009
20.35	117.375
20.48	117.741
20.61	118.107
20.73	118.474
20.86	118.840
20.99	119.207
21.12	119.573
21.25	119.940
21.38	120.306
21.51	120.673
21.65	121.039
21.78	121.406
21.91	121.773
22.04	122.140
22.18	122.507
22.31	122.874
22.44	123.241
22.58	123.608
22.71	123.975
22.85	124.342
22.98	124.709
23.12	125.076
23.25	125.443
23.39	125.811
23.53	126.178
23.67	126.545
23.80	126.913
23.94	127.280
24.08	127.648
24.22	128.015
24.36	128.383
24.50	128.751
24.64	129.118
24.78	129.486
24.92	129.854
25.06	130.222
25.20	130.590
25.35	130.957
25.49	131.325
25.63	131.693
25.78	132.062
25.92	132.430
26.06	132.798
26.21	133.166
26.35	133.534
26.50	133.903
26.65	134.271
26.79	134.639
26.94	135.008
27.09	135.376
27.23	135.745
27.38	136.113
27.53	136.482
27.68	136.851
27.83	137.219
27.98	137.588
28.13	137.957
28.28	138.326
28.43	138.695
28.58	139.063
28.73	139.432
28.88	139.801
29.04	140.170
29.19	140.540
29.34	140.909
29.50	141.278
29.65	141.647
29.80	142.016
29.96	142.386
30.11	142.755
30.27	143.124
30.43	143.494
30.58	143.863
30.74	144.233
30.90	144.602
31.05	144.972
31.21	145.342
31.37	145.711
31.53	146.081
31.69	146.451
31.85	146.821
32.01	147.191
32.17	147.561
32.33	147.930
32.49	148.300
32.65	148.671
32.82	149.041
32.98	149.411
33.14	149.781
33.30	150.151
33.47	150.521
33.63	150.892
33.80	151.262
33.96	151.632
34.13	152.003
34.29	152.373
34.46	152.744
34.63	153.114
34.79	153.485
34.96	153.855
35.13	154.226
35.30	154.597
35.46	154.968
35.63	155.338
35.80	155.709
35.97	156.080
36.14	156.451
36.31	156.822
36.48	157.193
36.66	157.564
36.83	157.935
37.00	158.306
37.17	158.677
37.35	159.048
37.52	159.420
37.69	159.791
37.87	160.162
38.04	160.533
38.22	160.905
38.39	161.276
38.57	161.648
38.74	162.019
38.92	162.391
39.10	162.762
39.28	163.134
39.45	163.506
39.63	163.877
39.81	164.249
39.99	164.621
40.17	164.993
40.35	165.365
40.53	165.736
40.71	166.108
40.89	166.480
41.07	166.852
41.26	167.224
41.44	167.597
41.62	167.969
41.80	168.341
41.99	168.713
42.17	169.085
42.36	169.458
42.54	169.830
42.73	170.202
42.91	170.575
43.10	170.947
43.28	171.319
43.47	171.692
43.66	172.065
43.85	172.437
44.03	172.810
44.22	173.182
44.41	173.555
44.60	173.928
44.79	174.301
44.98	174.673
45.17	175.046
45.36	175.419
45.55	175.792
45.74	176.165
45.94	176.538
46.13	176.911
46.32	177.284
46.51	177.657
46.71	178.030
46.90	178.403
47.10	178.777
47.29	179.150
47.49	179.523
47.68	179.897
47.88	180.270
48.08	180.643
48.27	181.017
48.47	181.390
48.67	181.764
48.87	182.137
49.07	182.511
49.26	182.884
49.46	183.258
49.66	183.632
49.86	184.005
50.06	184.379
50.27	184.753
50.47	185.127
50.67	185.501
50.87	185.874
51.07	186.248
51.28	186.622
51.48	186.996
51.68	187.370
51.89	187.744
52.09	188.118
52.30	188.492
52.50	188.866
52.71	189.239
52.92	189.613
53.12	189.987
53.33	190.361
53.54	190.735
53.74	191.108
53.95	191.482
54.16	191.856
54.37	192.230
54.58	192.603
54.79	192.977
55.00	193.351
55.21	193.724
55.42	194.098
55.63	194.471
55.85	194.845
56.06	195.219
56.27	195.592
56.48	195.966
56.70	196.339
56.91	196.713
57.13	197.086
57.34	197.460
57.56	197.833
57.77	198.206
57.99	198.580
58.21	198.953
58.42	199.326
58.64	199.700
58.86	200.073
59.07	200.446
59.29	200.819
59.51	201.193
59.73	201.566
59.95	201.939
60.17	202.312
60.39	202.685
60.61	203.058
60.83	203.431
61.06	203.804
61.28	204.177
61.50	204.550
61.72	204.923
61.95	205.295
62.17	205.668
62.39	206.041
62.62	206.414
62.84	206.786
63.07	207.159
63.29	207.532
63.52	207.904
63.75	208.277
63.97	208.649
64.20	209.022
64.43	209.394
64.66	209.767
64.89	210.139
65.12	210.512
65.34	210.884
65.57	211.256
65.80	211.628
66.03	212.000
66.27	212.373
66.50	212.745
66.73	213.117
66.96	213.489
67.19	213.861
67.43	214.233
67.66	214.604
67.89	214.976
68.13	215.348
68.36	215.720
68.60	216.091
68.83	216.463
69.07	216.835
69.31	217.206
69.54	217.578
69.78	217.949
70.02	218.321
70.25	218.692
70.49	219.063
70.73	219.434
70.97	219.806
71.21	220.177
71.45	220.548
71.69	220.919
71.93	221.290
72.17	221.661
72.41	222.032
72.65	222.403
72.90	222.773
73.14	223.144
73.38	223.515
73.62	223.885
73.87	224.256
74.11	224.626
74.36	224.997
74.60	225.367
74.85	225.737
75.09	226.108
75.34	226.478
75.59	226.848
75.83	227.218
76.08	227.588
76.33	227.958
76.58	228.328
76.83	228.698
77.07	229.067
77.32	229.437
77.57	229.807
77.82	230.176
78.07	230.546
78.33	230.915
78.58	231.284
78.83	231.654
79.08	232.023
79.33	232.392
79.59	232.761
79.84	233.130
80.09	233.499
80.35	233.868
80.60	234.237
80.86	234.605
81.11	234.974
81.37	235.343
81.62	235.711
81.88	236.080
82.14	236.448
82.39	236.816
82.65	237.185
82.91	237.553
83.17	237.921
83.43	238.289
83.69	238.657
83.95	239.024
84.21	239.392
84.47	239.760
84.73	240.128
84.99	240.495
85.25	240.862
85.51	241.230
85.78	241.597
86.04	241.964
86.30	242.331
86.57	242.698
86.83	243.065
87.09	243.432
87.36	243.799
87.62	244.166
87.89	244.532
88.16	244.899
88.42	245.265
88.69	245.632
88.96	245.998
89.22	246.364
89.49	246.730
89.76	247.096
90.03	247.462
90.30	247.828
90.57	248.194
90.84	248.559
91.11	248.925
91.38	249.290
91.65	249.656
91.92	250.021
92.19	250.386
92.47	250.751
92.74	251.116
93.01	251.481
93.28	251.846
93.56	252.211
93.83	252.575
94.11	252.940
94.38	253.304
94.66	253.668
94.93	254.033
95.21	254.397
95.49	254.761
95.76	255.125
96.04	255.489
96.32	255.852
96.60	256.216
96.88	256.579
97.15	256.943
97.43	257.306
97.71	257.669
97.99	258.032
98.27	258.395
98.56	258.758
98.84	259.121
99.12	259.484
99.40	259.846
99.68	260.209
99.97	260.571
100.25	260.933
100.53	261.296
100.82	261.658
101.10	262.020
101.39	262.381
101.67	262.743
101.96	263.105
102.24	263.466
102.53	263.828
102.81	264.189
103.10	264.550
103.39	264.911
103.68	265.272
103.97	265.633
104.25	265.993
104.54	266.354
104.83	266.714
105.12	267.075
105.41	267.435
105.70	267.795
105.99	268.155
106.29	268.515
106.58	268.875
106.87	269.234
107.16	269.594
107.45	269.953
107.75	270.312
108.04	270.671
108.34	271.030
108.63	271.389
108.92	271.747
109.22	272.105
109.51	272.463
109.81	272.821
110.11	273.179
110.40	273.537
110.70	273.894
111.00	274.251
111.30	274.608
111.59	274.965
111.89	275.322
112.19	275.679
112.49	276.035
112.79	276.391
113.09	276.747
113.39	277.103
113.69	277.459
113.99	277.814
114.30	278.169
114.60	278.524
114.90	278.879
115.20	279.234
115.51	279.589
115.81	279.943
116.11	280.297
116.42	280.651
116.72	281.005
117.03	281.359
117.33	281.712
117.64	282.065
117.94	282.418
118.25	282.771
118.56	283.124
118.86	283.476
119.17	283.828
119.48	284.180
119.79	284.532
120.10	284.884
120.41	285.235
120.72	285.587
121.03	285.938
121.34	286.289
121.65	286.639
121.96	286.990
122.27	287.340
122.58	287.690
122.89	288.040
123.21	288.390
123.52	288.739
123.83	289.089
124.15	289.438
124.46	289.787
124.77	290.135
125.09	290.484
125.40	290.832
125.72	291.180
126.04	291.528
126.35	291.875
126.67	292.223
126.99	292.570
127.30	292.917
127.62	293.264
127.94	293.610
128.26	293.957
128.58	294.303
128.89	294.649
129.21	294.994
129.53	295.340
129.85	295.685
130.18	296.030
130.50	296.375
130.82	296.720
131.14	297.064
131.46	297.408
131.78	297.752
132.11	298.096
132.43	298.440
132.75	298.783
133.08	299.126
133.40	299.469
133.73	299.812
134.05	300.154
134.38	300.496
134.70	300.838
135.03	301.180
135.36	301.522
135.68	301.863
136.01	302.204
136.34	302.545
136.67	302.885
136.99	303.226
137.32	303.566
137.65	303.906
137.98	304.246
138.31	304.585
138.64	304.925
138.97	305.264
139.30	305.603
139.63	305.941
139.96	306.280
140.30	306.618
140.63	306.956
140.96	307.294
141.29	307.631
141.63	307.968
141.96	308.306
142.30	308.642
142.63	308.979
142.96	309.315
143.30	309.652
143.63	309.988
143.97	310.323
144.31	310.659
144.64	310.994
144.98	311.329
145.32	311.664
145.66	311.998
145.99	312.333
146.33	312.667
146.67	313.001
147.01	313.334
147.35	313.668
147.69	314.001
148.03	314.334
148.37	314.666
148.71	314.999
149.05	315.331
149.39	315.663
149.73	315.995
150.08	316.326
150.42	316.657
150.76	316.988
151.10	317.319
151.45	317.650
151.79	317.980
152.14	318.310
152.48	318.640
152.83	318.969
153.17	319.299
153.52	319.628
153.86	319.957
154.21	320.285
154.56	320.614
154.90	320.942
155.25	321.270
155.60	321.597
155.95	321.924
156.29	322.252
156.64	322.578
156.99	322.905
157.34	323.231
157.69	323.558
158.04	323.883
158.39	324.209
158.74	324.534
159.09	324.859
159.45	325.184
159.80	325.509
160.15	325.833
160.50	326.157
160.86	326.481
161.21	326.805
161.56	327.128
161.92	327.451
162.27	327.774
162.62	328.097
162.98	328.419
163.33	328.741
163.69	329.063
164.05	329.384
164.40	329.706
164.76	330.027
165.12	330.347
165.47	330.668
165.83	330.988
166.19	331.308
166.55	331.628
166.91	331.947
167.26	332.267
167.62	332.586
167.98	332.904
168.34	333.223
168.70	333.541
169.06	333.859
169.43	334.176
169.79	334.494
170.15	334.811
170.51	335.128
170.87	335.445
171.24	335.762
171.60	336.079
171.96	336.395
172.32	336.712
172.69	337.028
173.05	337.344
173.42	337.660
173.78	337.976
174.15	338.292
174.51	338.608
174.88	338.923
175.25	339.239
175.61	339.554
175.98	339.869
176.35	340.184
176.71	340.499
177.08	340.814
177.45	341.129
177.82	341.443
178.19	341.757
178.56	342.072
178.93	342.386
179.30	342.700
179.67	343.013
180.04	343.327
180.41	343.641
180.78	343.954
181.15	344.267
181.52	344.581
181.89	344.894
182.27	345.206
182.64	345.519
183.01	345.832
183.38	346.144
183.76	346.457
184.13	346.769
184.51	347.081
184.88	347.393
185.26	347.705
185.63	348.016
186.01	348.328
186.38	348.639
186.76	348.950
187.14	349.262
187.51	349.573
187.89	349.883
188.27	350.194
188.65	350.505
189.02	350.815
189.40	351.125
189.78	351.436
190.16	351.746
190.54	352.055
190.92	352.365
191.30	352.675
191.68	352.984
192.06	353.294
192.44	353.603
192.83	353.912
193.21	354.221
193.59	354.530
193.97	354.838
194.35	355.147
194.74	355.455
195.12	355.764
195.50	356.072
195.89	356.380
196.27	356.688
196.66	356.996
197.04	357.304
197.43	357.611
197.81	357.919
198.20	358.226
198.59	358.533
198.97	358.840
199.36	359.147
199.75	359.454
200.13	359.761
200.52	360.067
200.91	360.374
201.30	360.680
201.69	360.986
202.08	361.292
202.47	361.598
202.86	361.904
203.25	362.209
203.64	362.515
204.03	362.820
204.42	363.126
204.81	363.431
205.20	363.736
205.59	364.041
205.99	364.346
206.38	364.650
206.77	364.955
207.16	365.259
207.56	365.563
207.95	365.868
208.35	366.172
208.74	366.476
209.13	366.779
209.53	367.083
209.93	367.387
210.32	367.691
210.72	367.995
211.11	368.298
211.51	368.602
211.91	368.906
212.30	369.209
212.70	369.513
213.10	369.817
213.50	370.120
213.90	370.424
214.30	370.727
214.70	371.030
215.10	371.334
215.50	371.637
215.90	371.941
216.30	372.244
216.70	372.547
217.10	372.850
217.50	373.154
217.90	373.457
218.30	373.760
218.71	374.063
219.11	374.366
219.51	374.669
219.91	374.972
220.32	375.275
220.72	375.578
221.13	375.881
221.53	376.184
221.94	376.487
222.34	376.790
222.75	377.093
223.15	377.396
223.56	377.698
223.96	378.001
224.37	378.304
224.78	378.606
225.19	378.909
225.59	379.212
226.00	379.514
226.41	379.817
226.82	380.120
227.23	380.422
227.64	380.725
228.05	381.027
228.46	381.329
228.87	381.632
229.28	381.934
229.69	382.237
230.10	382.539
230.51	382.841
230.92	383.144
231.33	383.446
231.75	383.748
232.16	384.050
232.57	384.353
232.99	384.655
233.40	384.957
233.81	385.259
234.23	385.561
234.64	385.863
235.06	386.165
235.47	386.467
235.89	386.769
236.30	387.071
236.72	387.373
237.14	387.675
237.55	387.977
237.97	388.279
238.39	388.581
238.81	388.883
239.22	389.185
239.64	389.486
240.06	389.788
240.48	390.090
240.90	390.392
241.32	390.694
241.74	390.995
242.16	391.297
242.58	391.599
243.00	391.900
243.42	392.202
243.84	392.503
244.26	392.805
244.69	393.107
245.11	393.408
245.53	393.710
245.95	394.011
246.38	394.313
246.80	394.614
247.23	394.916
247.65	395.217
248.07	395.519
248.50	395.820
248.92	396.121
249.35	396.423
249.78	396.724
250.20	397.026
250.63	397.327
251.05	397.628
251.48	397.929
251.91	398.231
252.34	398.532
252.76	398.833
253.19	399.134
253.62	399.435
254.05	399.737
254.48	400.038
254.91	400.339
255.34	400.640
255.77	400.941
256.20	401.242
256.63	401.543
257.06	401.843
257.49	402.144
257.92	402.445
258.36	402.746
258.79	403.047
259.22	403.347
259.65	403.648
260.09	403.949
260.52	404.249
260.95	404.550
261.39	404.851
261.82	405.151
262.26	405.452
262.69	405.752
263.13	406.053
263.56	406.353
264.00	406.654
264.44	406.954
264.87	407.254
265.31	407.555
265.75	407.855
266.18	408.155
266.62	408.456
267.06	408.756
267.50	409.056
267.94	409.356
268.38	409.656
268.82	409.956
269.26	410.257
269.70	410.557
270.14	410.857
270.58	411.157
271.02	411.457
271.46	411.757
271.90	412.057
272.34	412.357
272.78	412.656
273.23	412.956
273.67	413.256
274.11	413.556
274.56	413.856
275.00	414.156
275.44	414.455
275.89	414.755
276.33	415.055
276.78	415.355
277.22	415.654
277.67	415.954
278.11	416.253
278.56	416.553
279.01	416.853
279.45	417.152
279.90	417.452
280.35	417.751
280.80	418.051
281.24	418.350
281.69	418.650
282.14	418.949
282.59	419.249
283.04	419.548
283.49	419.847
283.94	420.147
284.39	420.446
284.84	420.745
285.29	421.045
285.74	421.344
286.19	421.643
286.64	421.942
287.09	422.242
287.55	422.541
288.00	422.840
288.45	423.139
288.91	423.438
289.36	423.737
289.81	424.037
290.27	424.336
290.72	424.635
291.18	424.934
291.63	425.233
292.09	425.532
292.54	425.831
293.00	426.130
293.45	426.429
293.91	426.728
294.37	427.027
294.82	427.326
295.28	427.625
295.74	427.923
296.20	428.222
296.66	428.521
297.11	428.820
297.57	429.119
298.03	429.418
298.49	429.716
298.95	430.015
299.41	430.313
299.87	430.612
300.33	430.910
300.80	431.209
301.26	431.507
301.72	431.805
302.18	432.104
302.64	432.402
303.11	432.700
303.57	432.998
304.03	433.296
304.49	433.594
304.96	433.892
305.42	434.190
305.89	434.488
306.35	434.786
306.82	435.084
307.28	435.381
307.75	435.679
308.21	435.977
308.68	436.274
309.15	436.572
309.61	436.869
310.08	437.166
310.55	437.464
311.02	437.761
311.48	438.058
311.95	438.356
312.42	438.653
312.89	438.950
313.36	439.247
313.83	439.544
314.30	439.841
314.77	440.138
315.24	440.435
315.71	440.732
316.18	441.028
316.65	441.325
317.12	441.622
317.60	441.918
318.07	442.215
318.54	442.511
319.01	442.808
319.49	443.104
319.96	443.401
320.43	443.697
320.91	443.993
321.38	444.290
321.86	444.586
322.33	444.882
322.81	445.178
323.28	445.474
323.76	445.770
324.24	446.066
324.71	446.362
325.19	446.658
325.67	446.954
326.14	447.250
326.62	447.546
327.10	447.841
327.58	448.137
328.06	448.433
328.54	448.728
329.01	449.024
329.49	449.319
329.97	449.615
330.45	449.910
330.93	450.205
331.41	450.501
331.90	450.796
332.38	451.091
332.86	451.386
333.34	451.681
333.82	451.977
334.31	452.272
334.79	452.567
335.27	452.862
335.75	453.156
336.24	453.451
336.72	453.746
337.21	454.041
337.69	454.336
338.18	454.630
338.66	454.925
339.15	455.220
339.63	455.514
340.12	455.809
340.60	456.103
341.09	456.398
341.58	456.692
342.07	456.987
342.55	457.281
343.04	457.575
343.53	457.870
344.02	458.164
344.51	458.458
345.00	458.752
345.48	459.046
345.97	459.340
346.46	459.634
346.95	459.928
347.44	460.223
347.94	460.517
348.43	460.811
348.92	461.105
349.41	461.399
349.90	461.693
350.39	461.987
350.89	462.281
351.38	462.575
351.87	462.869
352.37	463.163
352.86	463.456
353.35	463.750
353.85	464.044
354.34	464.338
354.84	464.632
355.33	464.926
355.83	465.220
356.33	465.514
356.82	465.808
357.32	466.102
357.81	466.395
358.31	466.689
358.81	466.983
359.31	467.277
359.80	467.571
360.30	467.865
360.80	468.159
361.30	468.452
361.80	468.746
362.30	469.040
362.80	469.334
363.30	469.628
363.80	469.921
364.30	470.215
364.80	470.509
365.30	470.803
365.80	471.097
366.30	471.390
366.81	471.684
367.31	471.978
367.81	472.272
368.31	472.566
368.82	472.859
369.32	473.153
369.83	473.447
370.33	473.741
370.83	474.034
371.34	474.328
371.84	474.622
372.35	474.916
372.85	475.209
373.36	475.503
373.87	475.797
374.37	476.091
374.88	476.384
375.39	476.678
375.89	476.972
376.40	477.266
376.91	477.559
377.42	477.853
377.93	478.147
378.44	478.441
378.94	478.734
379.45	479.028
379.96	479.322
380.47	479.616
380.98	479.909
381.50	480.203
382.01	480.497
382.52	480.791
383.03	481.085
383.54	481.378
384.05	481.672
384.57	481.966
385.08	482.260
385.59	482.553
386.10	482.847
386.62	483.141
387.13	483.435
387.65	483.729
388.16	484.022
388.67	484.316
389.19	484.610
389.71	484.904
390.22	485.198
390.74	485.492
391.25	485.785
391.77	486.079
392.29	486.373
392.80	486.667
393.32	486.961
393.84	487.255
394.36	487.549
394.88	487.842
395.39	488.136
395.91	488.430
396.43	488.724
396.95	489.018
397.47	489.312
397.99	489.606
398.51	489.900
399.03	490.194
399.55	490.488
400.07	490.782
400.60	491.076
401.12	491.370
401.64	491.664
402.16	491.958
402.68	492.252
403.21	492.546
403.73	492.840
404.25	493.134
404.78	493.428
405.30	493.722
405.83	494.016
406.35	494.310
406.88	494.604
407.40	494.898
407.93	495.193
408.45	495.487
408.98	495.781
409.51	496.075
410.03	496.369
410.56	496.663
411.09	496.958
411.62	497.252
412.14	497.546
412.67	497.840
413.20	498.135
413.73	498.429
414.26	498.723
414.79	499.018
415.32	499.312
415.85	499.606
416.38	499.901
416.91	500.195
417.44	500.489
417.97	500.784
418.50	501.078
419.03	501.373
419.57	501.667
420.10	501.961
420.63	502.256
421.16	502.550
421.70	502.845
422.23	503.140
422.77	503.434
423.30	503.729
423.83	504.023
424.37	504.318
424.90	504.613
425.44	504.907
425.98	505.202
426.51	505.497
427.05	505.791
427.58	506.086
428.12	506.381
428.66	506.675
429.20	506.970
429.73	507.265
430.27	507.560
430.81	507.855
431.35	508.150
431.89	508.445
432.43	508.739
432.97	509.034
433.50	509.329
434.04	509.624
434.59	509.919
435.13	510.214
435.67	510.509
436.21	510.804
436.75	511.100
437.29	511.395
437.83	511.690
438.38	511.985
438.92	512.280
439.46	512.575
440.00	512.871
440.55	513.166
441.09	513.461
441.64	513.756
442.18	514.052
442.73	514.347
443.27	514.643
443.82	514.938
444.36	515.233
444.91	515.529
445.45	515.824
446.00	516.120
446.55	516.415
447.09	516.711
447.64	517.007
448.19	517.302
448.74	517.598
449.29	517.894
449.83	518.189
450.38	518.485
450.93	518.781
451.48	519.077
452.03	519.373
452.58	519.668
453.13	519.964
453.68	520.260
454.23	520.556
454.78	520.852
455.34	521.148
455.89	521.444
456.44	521.740
456.99	522.036
457.55	522.333
458.10	522.629
458.65	522.925
459.20	523.221
459.76	523.517
460.31	523.814
460.87	524.110
461.42	524.406
461.98	524.703
462.53	524.999
463.09	525.296
463.64	525.592
464.20	525.889
464.76	526.185
465.31	526.482
465.87	526.778
466.43	527.075
466.99	527.372
467.54	527.669
468.10	527.965
468.66	528.262
469.22	528.559
469.78	528.856
470.34	529.153
470.90	529.450
471.46	529.747
472.02	530.044
472.58	530.341
473.14	530.638
473.70	530.935
474.26	531.232
474.82	531.530
475.39	531.827
475.95	532.124
476.51	532.421
477.07	532.719
477.64	533.016
478.20	533.314
478.77	533.611
479.33	533.909
479.89	534.206
480.46	534.504
481.02	534.802
481.59	535.099
482.15	535.397
482.72	535.695
483.29	535.993
483.85	536.290
484.42	536.588
484.99	536.886
485.55	537.184
486.12	537.482
486.69	537.780
487.26	538.078
487.83	538.377
488.40	538.675
488.97	538.973
489.53	539.271
490.10	539.570
490.67	539.868
491.24	540.166
491.82	540.465
492.39	540.763
492.96	541.062
493.53	541.361
494.10	541.659
494.67	541.958
495.25	542.257
495.82	542.556
496.39	542.854
496.96	543.153
497.54	543.452
498.11	543.751
498.69	544.050
499.26	544.349
499.84	544.648
500.41	544.948
500.99	545.247
501.56	545.546
502.14	545.845
502.71	546.145
503.29	546.444
503.87	546.744
504.44	547.043
505.02	547.343
505.60	547.642
506.18	547.942
506.76	548.242
507.33	548.541
507.91	548.841
508.49	549.141
509.07	549.441
509.65	549.741
510.23	550.041
510.81	550.341
511.39	550.641
511.97	550.941
512.56	551.242
513.14	551.542
513.72	551.842
514.30	552.143
514.88	552.443
515.47	552.744
516.05	553.044
516.63	553.345
517.22	553.645
517.80	553.946
518.38	554.247
518.97	554.548
519.55	554.849
520.14	555.150
520.72	555.451
521.31	555.752
521.90	556.053
522.48	556.354
523.07	556.655
523.66	556.956
524.24	557.258
524.83	557.559
525.42	557.861
526.01	558.162
526.60	558.464
527.18	558.765
527.77	559.067
528.36	559.369
528.95	559.671
529.54	559.973
530.13	560.274
530.72	560.576
531.31	560.879
531.90	561.181
532.50	561.483
533.09	561.785
533.68	562.087
534.27	562.390
534.86	562.692
535.46	562.995
536.05	563.297
536.64	563.600
537.24	563.902
537.83	564.205
538.43	564.508
539.02	564.811
539.62	565.114
540.21	565.417
540.81	565.720
541.40	566.023
542.00	566.326
542.59	566.629
543.19	566.933
543.79	567.236
544.39	567.540
544.98	567.843
545.58	568.147
546.18	568.450
546.78	568.754
547.38	569.058
547.98	569.362
548.58	569.666
549.17	569.970
549.77	570.274
550.38	570.578
550.98	570.882
551.58	571.186
552.18	571.490
552.78	571.795
553.38	572.099
553.98	572.404
554.59	572.708
555.19	573.013
555.79	573.318
556.39	573.623
557.00	573.928
557.60	574.233
558.21	574.538
558.81	574.843
559.42	575.148
560.02	575.453
560.63	575.758
561.23	576.064
561.84	576.369
562.44	576.675
563.05	576.980
563.66	577.286
564.26	577.592
564.87	577.898
565.48	578.204
566.09	578.510
566.70	578.816
567.31	579.122
567.91	579.428
568.52	579.734
569.13	580.041
569.74	580.347
570.35	580.654
570.96	580.960
571.57	581.267
572.19	581.574
572.80	581.880
573.41	582.187
574.02	582.494
574.63	582.801
575.25	583.108
575.86	583.416
576.47	583.723
577.09	584.030
577.70	584.338
578.31	584.645
578.93	584.953
579.54	585.261
580.16	585.568
580.77	585.876
581.39	586.184
582.00	586.492
582.62	586.800
583.24	587.108
583.85	587.417
