x(m)	V(m/s)
69.70	217.938
69.94	218.310
70.18	218.681
70.41	219.052
70.65	219.424
70.89	219.795
71.13	220.166
71.37	220.537
71.61	220.908
71.85	221.279
72.09	221.650
72.33	222.021
72.57	222.392
72.82	222.763
73.06	223.133
73.30	223.504
73.54	223.875
73.79	224.245
74.03	224.616
74.28	224.986
74.52	225.357
74.77	225.727
75.01	226.097
75.26	226.467
75.51	226.838
75.75	227.208
76.00	227.578
76.25	227.948
76.50	228.318
76.74	228.687
76.99	229.057
77.24	229.427
77.49	229.797
77.74	230.166
77.99	230.536
78.24	230.905
78.49	231.274
78.75	231.644
79.00	232.013
79.25	232.382
79.50	232.751
79.76	233.120
80.01	233.489
80.26	233.858
80.52	234.227
80.77	234.596
81.03	234.965
81.28	235.333
81.54	235.702
81.80	236.070
82.05	236.439
82.31	236.807
82.57	237.175
82.83	237.543
83.08	237.912
83.34	238.280
83.60	238.648
83.86	239.015
84.12	239.383
84.38	239.751
84.64	240.119
84.90	240.486
85.17	240.854
85.43	241.221
85.69	241.588
85.95	241.956
86.22	242.323
86.48	242.690
86.74	243.057
87.01	243.424
87.27	243.790
87.54	244.157
87.80	244.524
88.07	244.890
88.33	245.257
88.60	245.623
88.87	245.990
89.14	246.356
89.40	246.722
89.67	247.088
89.94	247.454
90.21	247.820
90.48	248.186
90.75	248.551
91.02	248.917
91.29	249.282
91.56	249.648
91.83	250.013
92.10	250.378
92.38	250.744
92.65	251.109
92.92	251.473
93.20	251.838
93.47	252.203
93.74	252.568
94.02	252.932
94.29	253.297
94.57	253.661
94.84	254.025
95.12	254.390
95.40	254.754
95.67	255.118
95.95	255.481
96.23	255.845
96.51	256.209
96.78	256.572
97.06	256.936
97.34	257.299
97.62	257.663
97.90	258.026
98.18	258.389
98.46	258.752
98.74	259.115
99.03	259.477
99.31	259.840
99.59	260.202
99.87	260.565
100.16	260.927
100.44	261.289
100.72	261.651
101.01	262.013
101.29	262.375
101.58	262.737
101.86	263.099
102.15	263.460
102.43	263.822
102.72	264.183
103.01	264.544
103.30	264.905
103.58	265.266
103.87	265.627
104.16	265.988
104.45	266.348
104.74	266.709
105.03	267.069
105.32	267.430
105.61	267.790
105.90	268.150
106.19	268.510
106.48	268.869
106.77	269.229
107.07	269.589
107.36	269.948
107.65	270.307
107.94	270.666
108.24	271.025
108.53	271.384
108.83	271.743
109.12	272.101
109.42	272.459
109.71	272.817
110.01	273.175
110.31	273.533
110.60	273.890
110.90	274.248
111.20	274.605
111.50	274.962
111.80	275.319
112.09	275.675
112.39	276.032
112.69	276.388
112.99	276.744
113.29	277.100
113.59	277.456
113.90	277.811
114.20	278.167
114.50	278.522
114.80	278.877
115.10	279.232
115.41	279.586
115.71	279.941
116.01	280.295
116.32	280.649
116.62	281.003
116.93	281.356
117.23	281.710
117.54	282.063
117.84	282.416
118.15	282.769
118.46	283.122
118.76	283.475
119.07	283.827
119.38	284.179
119.69	284.531
120.00	284.883
120.31	285.234
120.62	285.586
120.93	285.937
121.24	286.288
121.55	286.639
121.86	286.989
122.17	287.340
122.48	287.690
122.79	288.040
123.10	288.390
123.42	288.739
123.73	289.089
124.04	289.438
124.36	289.787
124.67	290.135
124.99	290.484
125.30	290.832
125.62	291.180
125.93	291.528
126.25	291.876
126.57	292.224
126.88	292.571
127.20	292.918
127.52	293.265
127.84	293.612
128.15	293.958
128.47	294.304
128.79	294.650
129.11	294.996
129.43	295.342
129.75	295.687
130.07	296.032
130.39	296.377
130.71	296.722
131.03	297.066
131.36	297.411
131.68	297.755
132.00	298.099
132.33	298.442
132.65	298.786
132.97	299.129
133.30	299.472
133.62	299.815
133.95	300.157
134.27	300.499
134.60	300.842
134.92	301.183
135.25	301.525
135.58	301.866
135.90	302.208
136.23	302.549
136.56	302.889
136.89	303.230
137.22	303.570
137.54	303.910
137.87	304.250
138.20	304.590
138.53	304.929
138.86	305.268
139.19	305.607
139.53	305.946
139.86	306.285
140.19	306.623
140.52	306.961
140.85	307.299
141.19	307.636
141.52	307.974
141.85	308.311
142.19	308.648
142.52	308.985
142.86	309.321
143.19	309.657
143.53	309.994
143.86	310.329
144.20	310.665
144.53	311.000
144.87	311.335
145.21	311.670
145.55	312.005
145.88	312.339
146.22	312.674
146.56	313.007
146.90	313.341
147.24	313.675
147.58	314.008
147.92	314.341
148.26	314.674
148.60	315.006
148.94	315.339
149.28	315.671
149.62	316.002
149.97	316.334
150.31	316.665
150.65	316.997
150.99	317.327
151.34	317.658
151.68	317.988
152.03	318.319
152.37	318.648
152.72	318.978
153.06	319.308
153.41	319.637
153.75	319.966
154.10	320.294
154.44	320.623
154.79	320.951
155.14	321.279
155.49	321.607
155.83	321.934
156.18	322.261
156.53	322.588
156.88	322.915
157.23	323.241
157.58	323.568
157.93	323.894
158.28	324.219
158.63	324.545
158.98	324.870
159.33	325.195
159.69	325.520
160.04	325.844
160.39	326.168
160.74	326.492
161.10	326.816
161.45	327.139
161.80	327.463
162.16	327.785
162.51	328.108
162.87	328.431
163.22	328.753
163.58	329.075
163.93	329.396
164.29	329.718
164.65	330.039
165.00	330.360
165.36	330.680
165.72	331.001
166.08	331.321
166.43	331.641
166.79	331.960
167.15	332.279
167.51	332.599
167.87	332.917
168.23	333.236
168.59	333.554
168.95	333.872
169.31	334.190
169.67	334.507
170.03	334.825
170.40	335.142
170.76	335.459
171.12	335.776
171.48	336.092
171.85	336.409
172.21	336.726
172.57	337.042
172.94	337.358
173.30	337.674
173.67	337.990
174.03	338.306
174.40	338.622
174.76	338.937
175.13	339.253
175.50	339.568
175.86	339.883
176.23	340.199
176.60	340.513
176.96	340.828
177.33	341.143
177.70	341.457
178.07	341.772
178.44	342.086
178.81	342.400
179.18	342.714
179.55	343.028
179.92	343.342
180.29	343.655
180.66	343.969
181.03	344.282
181.40	344.595
181.78	344.908
182.15	345.221
182.52	345.534
182.89	345.847
183.27	346.159
183.64	346.472
184.01	346.784
184.39	347.096
184.76	347.408
185.14	347.720
185.51	348.031
185.89	348.343
186.27	348.654
186.64	348.966
187.02	349.277
187.40	349.588
187.77	349.899
188.15	350.209
188.53	350.520
188.91	350.831
189.28	351.141
189.66	351.451
190.04	351.761
190.42	352.071
190.80	352.381
191.18	352.691
191.56	353.000
191.94	353.309
192.32	353.619
192.71	353.928
193.09	354.237
193.47	354.546
193.85	354.854
194.23	355.163
194.62	355.471
195.00	355.780
195.38	356.088
195.77	356.396
196.15	356.704
196.54	357.012
196.92	357.320
197.31	357.627
197.69	357.935
198.08	358.242
198.47	358.549
198.85	358.856
199.24	359.163
199.63	359.470
200.01	359.777
200.40	360.084
200.79	360.390
201.18	360.696
201.57	361.003
201.96	361.309
202.34	361.615
202.73	361.920
203.12	362.226
203.51	362.532
203.91	362.837
204.30	363.142
204.69	363.448
205.08	363.753
205.47	364.058
205.86	364.362
206.26	364.667
206.65	364.972
207.04	365.276
207.44	365.580
207.83	365.885
208.22	366.189
208.62	366.492
209.01	366.796
209.41	367.100
209.80	367.404
210.20	367.708
210.59	368.012
210.99	368.315
211.39	368.619
211.78	368.923
212.18	369.226
212.58	369.530
212.98	369.833
213.38	370.137
213.77	370.440
214.17	370.744
214.57	371.047
214.97	371.351
215.37	371.654
215.77	371.957
216.17	372.261
216.57	372.564
216.97	372.867
217.38	373.170
217.78	373.473
218.18	373.777
218.58	374.080
218.98	374.383
219.39	374.686
219.79	374.989
220.19	375.292
220.60	375.595
221.00	375.898
221.41	376.201
221.81	376.503
222.22	376.806
222.62	377.109
223.03	377.412
223.43	377.715
223.84	378.017
224.25	378.320
224.65	378.623
225.06	378.925
225.47	379.228
225.88	379.531
226.29	379.833
226.69	380.136
227.10	380.438
227.51	380.741
227.92	381.043
228.33	381.345
228.74	381.648
229.15	381.950
229.56	382.253
229.97	382.555
230.38	382.857
230.80	383.159
231.21	383.462
231.62	383.764
232.03	384.066
232.45	384.368
232.86	384.670
233.27	384.973
233.69	385.275
234.10	385.577
234.52	385.879
234.93	386.181
235.35	386.483
235.76	386.785
236.18	387.087
236.59	387.389
237.01	387.691
237.43	387.993
237.84	388.294
238.26	388.596
238.68	388.898
239.10	389.200
239.51	389.502
239.93	389.804
240.35	390.105
240.77	390.407
241.19	390.709
241.61	391.010
242.03	391.312
242.45	391.614
242.87	391.915
243.29	392.217
243.71	392.519
244.14	392.820
244.56	393.122
244.98	393.423
245.40	393.725
245.83	394.026
246.25	394.328
246.67	394.629
247.10	394.931
247.52	395.232
247.95	395.533
248.37	395.835
248.79	396.136
249.22	396.438
249.65	396.739
250.07	397.040
250.50	397.341
250.93	397.643
251.35	397.944
251.78	398.245
252.21	398.546
252.63	398.848
253.06	399.149
253.49	399.450
253.92	399.751
254.35	400.052
254.78	400.353
255.21	400.654
255.64	400.955
256.07	401.256
256.50	401.557
256.93	401.858
257.36	402.158
257.79	402.459
258.23	402.760
258.66	403.061
259.09	403.361
259.52	403.662
259.96	403.963
260.39	404.263
260.82	404.564
261.26	404.865
261.69	405.165
262.13	405.466
262.56	405.766
263.00	406.067
263.43	406.367
263.87	406.667
264.30	406.968
264.74	407.268
265.18	407.568
265.62	407.869
266.05	408.169
266.49	408.469
266.93	408.769
267.37	409.070
267.81	409.370
268.24	409.670
268.68	409.970
269.12	410.270
269.56	410.570
270.00	410.870
270.44	411.170
270.88	411.470
271.33	411.770
271.77	412.070
272.21	412.370
272.65	412.670
273.09	412.970
273.54	413.269
273.98	413.569
274.42	413.869
274.87	414.169
275.31	414.469
275.75	414.768
276.20	415.068
276.64	415.368
277.09	415.667
277.53	415.967
277.98	416.266
278.43	416.566
278.87	416.866
279.32	417.165
279.77	417.465
280.21	417.764
280.66	418.064
281.11	418.363
281.56	418.662
282.01	418.962
282.45	419.261
282.90	419.561
283.35	419.860
283.80	420.159
284.25	420.459
284.70	420.758
285.15	421.057
285.60	421.356
286.06	421.656
286.51	421.955
286.96	422.254
287.41	422.553
287.86	422.852
288.32	423.151
288.77	423.451
289.22	423.750
289.68	424.049
290.13	424.348
290.59	424.647
291.04	424.946
291.49	425.245
291.95	425.544
292.41	425.843
292.86	426.142
293.32	426.441
293.77	426.740
294.23	427.039
294.69	427.337
295.15	427.636
295.60	427.935
296.06	428.234
296.52	428.533
296.98	428.832
297.44	429.130
297.90	429.429
298.36	429.728
298.82	430.026
299.28	430.325
299.74	430.623
300.20	430.922
300.66	431.220
301.12	431.519
301.58	431.817
302.04	432.115
302.50	432.413
302.97	432.712
303.43	433.010
303.89	433.308
304.36	433.606
304.82	433.904
305.28	434.202
305.75	434.499
306.21	434.797
306.68	435.095
307.14	435.393
307.61	435.690
308.08	435.988
308.54	436.285
309.01	436.583
309.47	436.880
309.94	437.178
310.41	437.475
310.88	437.772
311.34	438.070
311.81	438.367
312.28	438.664
312.75	438.961
313.22	439.258
313.69	439.555
314.16	439.852
314.63	440.149
315.10	440.446
315.57	440.742
316.04	441.039
316.51	441.336
316.98	441.633
317.46	441.929
317.93	442.226
318.40	442.522
318.87	442.819
319.35	443.115
319.82	443.412
320.29	443.708
320.77	444.004
321.24	444.300
321.72	444.597
322.19	444.893
322.67	445.189
323.14	445.485
323.62	445.781
324.09	446.077
324.57	446.373
325.05	446.669
325.52	446.964
326.00	447.260
326.48	447.556
326.96	447.852
327.44	448.147
327.91	448.443
328.39	448.738
328.87	449.034
329.35	449.329
329.83	449.625
330.31	449.920
330.79	450.216
331.27	450.511
331.75	450.806
332.23	451.101
332.72	451.396
333.20	451.692
333.68	451.987
334.16	452.282
334.64	452.577
335.13	452.872
335.61	453.166
336.09	453.461
336.58	453.756
337.06	454.051
337.55	454.346
338.03	454.640
338.52	454.935
339.00	455.230
339.49	455.524
339.97	455.819
340.46	456.113
340.95	456.408
341.43	456.702
341.92	456.996
342.41	457.291
342.90	457.585
343.38	457.879
343.87	458.173
344.36	458.468
344.85	458.762
345.34	459.056
345.83	459.350
346.32	459.644
346.81	459.938
347.30	460.232
347.79	460.526
348.28	460.820
348.77	461.114
349.26	461.408
349.76	461.702
350.25	461.996
350.74	462.290
351.23	462.584
351.73	462.877
352.22	463.171
352.71	463.465
353.21	463.759
353.70	464.053
354.20	464.347
354.69	464.641
355.19	464.935
355.68	465.229
356.18	465.522
356.67	465.816
357.17	466.110
357.67	466.404
358.16	466.698
358.66	466.991
359.16	467.285
359.66	467.579
360.16	467.873
360.65	468.167
361.15	468.460
361.65	468.754
362.15	469.048
362.65	469.342
363.15	469.636
363.65	469.929
364.15	470.223
364.65	470.517
365.15	470.811
365.65	471.104
366.16	471.398
366.66	471.692
367.16	471.985
367.66	472.279
368.17	472.573
368.67	472.867
369.17	473.160
369.68	473.454
370.18	473.748
370.68	474.042
371.19	474.335
371.69	474.629
372.20	474.923
372.71	475.216
373.21	475.510
373.72	475.804
374.22	476.097
374.73	476.391
375.24	476.685
375.74	476.979
376.25	477.272
376.76	477.566
377.27	477.860
377.78	478.153
378.29	478.447
378.79	478.741
379.30	479.034
379.81	479.328
380.32	479.622
380.83	479.916
381.34	480.209
381.86	480.503
382.37	480.797
382.88	481.090
383.39	481.384
383.90	481.678
384.41	481.972
384.93	482.265
385.44	482.559
385.95	482.853
386.47	483.147
386.98	483.440
387.49	483.734
388.01	484.028
388.52	484.322
389.04	484.615
389.55	484.909
390.07	485.203
390.58	485.497
391.10	485.791
391.62	486.084
392.13	486.378
392.65	486.672
393.17	486.966
393.69	487.260
394.20	487.553
394.72	487.847
395.24	488.141
395.76	488.435
396.28	488.729
396.80	489.023
397.32	489.316
397.84	489.610
398.36	489.904
398.88	490.198
399.40	490.492
399.92	490.786
400.44	491.080
400.96	491.374
401.49	491.668
402.01	491.962
402.53	492.256
403.05	492.550
403.58	492.844
404.10	493.138
404.62	493.432
405.15	493.726
405.67	494.020
406.20	494.314
406.72	494.608
407.25	494.902
407.77	495.196
408.30	495.490
408.83	495.784
409.35	496.078
409.88	496.372
410.41	496.666
410.93	496.961
411.46	497.255
411.99	497.549
412.52	497.843
413.05	498.137
413.57	498.432
414.10	498.726
414.63	499.020
415.16	499.314
415.69	499.609
416.22	499.903
416.75	500.197
417.28	500.492
417.81	500.786
418.35	501.080
418.88	501.375
419.41	501.669
419.94	501.963
420.48	502.258
421.01	502.552
421.54	502.847
422.07	503.141
422.61	503.436
423.14	503.730
423.68	504.025
424.21	504.319
424.75	504.614
425.28	504.908
425.82	505.203
426.35	505.498
426.89	505.792
427.43	506.087
427.96	506.382
428.50	506.676
429.04	506.971
429.57	507.266
430.11	507.561
430.65	507.855
431.19	508.150
431.73	508.445
432.27	508.740
432.81	509.035
433.35	509.330
433.89	509.625
434.43	509.920
434.97	510.215
435.51	510.509
436.05	510.804
436.59	511.100
437.13	511.395
437.67	511.690
438.22	511.985
438.76	512.280
439.30	512.575
439.84	512.870
440.39	513.165
440.93	513.461
441.48	513.756
442.02	514.051
442.57	514.346
443.11	514.642
443.66	514.937
444.20	515.232
444.75	515.528
445.29	515.823
445.84	516.119
446.39	516.414
446.93	516.710
447.48	517.005
448.03	517.301
448.58	517.596
449.12	517.892
449.67	518.188
450.22	518.483
450.77	518.779
451.32	519.075
451.87	519.371
452.42	519.666
452.97	519.962
453.52	520.258
454.07	520.554
454.62	520.850
455.17	521.146
455.73	521.442
456.28	521.738
456.83	522.034
457.38	522.330
457.93	522.626
458.49	522.922
459.04	523.218
459.60	523.514
460.15	523.811
460.70	524.107
461.26	524.403
461.81	524.700
462.37	524.996
462.92	525.292
463.48	525.589
464.04	525.885
464.59	526.182
465.15	526.478
465.71	526.775
466.26	527.071
466.82	527.368
467.38	527.665
467.94	527.961
468.50	528.258
469.05	528.555
469.61	528.852
470.17	529.149
470.73	529.445
471.29	529.742
471.85	530.039
472.41	530.336
472.97	530.633
473.54	530.930
474.10	531.228
474.66	531.525
475.22	531.822
475.78	532.119
476.35	532.416
476.91	532.714
477.47	533.011
478.03	533.308
478.60	533.606
479.16	533.903
479.73	534.201
480.29	534.498
480.86	534.796
481.42	535.093
481.99	535.391
482.55	535.689
483.12	535.987
483.69	536.284
484.25	536.582
484.82	536.880
485.39	537.178
485.95	537.476
486.52	537.774
487.09	538.072
487.66	538.370
488.23	538.668
488.80	538.966
489.37	539.265
489.94	539.563
490.51	539.861
491.08	540.159
491.65	540.458
492.22	540.756
492.79	541.055
493.36	541.353
493.93	541.652
494.50	541.950
495.08	542.249
495.65	542.548
496.22	542.847
496.79	543.145
497.37	543.444
497.94	543.743
498.52	544.042
499.09	544.341
499.66	544.640
500.24	544.939
500.82	545.238
501.39	545.537
501.97	545.837
502.54	546.136
503.12	546.435
503.70	546.735
504.27	547.034
504.85	547.334
505.43	547.633
506.01	547.933
506.58	548.232
507.16	548.532
507.74	548.832
508.32	549.132
508.90	549.431
509.48	549.731
510.06	550.031
510.64	550.331
511.22	550.631
511.80	550.931
512.38	551.231
512.96	551.532
513.55	551.832
514.13	552.132
514.71	552.433
515.29	552.733
515.88	553.034
516.46	553.334
517.04	553.635
517.63	553.935
518.21	554.236
518.80	554.537
519.38	554.838
519.96	555.138
520.55	555.439
521.14	555.740
521.72	556.041
522.31	556.342
522.89	556.644
523.48	556.945
524.07	557.246
524.66	557.547
525.24	557.849
525.83	558.150
526.42	558.452
527.01	558.753
527.60	559.055
528.19	559.356
528.78	559.658
529.37	559.960
529.96	560.262
530.55	560.564
531.14	560.866
531.73	561.168
532.32	561.470
532.91	561.772
533.50	562.074
534.09	562.376
534.69	562.679
535.28	562.981
535.87	563.284
536.47	563.586
537.06	563.889
537.65	564.191
538.25	564.494
538.84	564.797
539.44	565.100
540.03	565.403
540.63	565.706
541.22	566.009
541.82	566.312
542.42	566.615
543.01	566.918
543.61	567.221
544.21	567.525
544.80	567.828
545.40	568.132
546.00	568.435
546.60	568.739
547.20	569.042
547.80	569.346
548.40	569.650
549.00	569.954
549.59	570.258
550.20	570.562
550.80	570.866
551.40	571.170
552.00	571.474
552.60	571.779
553.20	572.083
553.80	572.388
554.40	572.692
555.01	572.997
555.61	573.301
556.21	573.606
556.82	573.911
557.42	574.216
558.02	574.521
558.63	574.826
559.23	575.131
559.84	575.436
560.44	575.741
561.05	576.046
561.66	576.352
562.26	576.657
562.87	576.963
563.48	577.268
564.08	577.574
564.69	577.880
565.30	578.185
565.91	578.491
566.51	578.797
567.12	579.103
567.73	579.409
568.34	579.716
568.95	580.022
569.56	580.328
570.17	580.635
570.78	580.941
571.39	581.248
572.00	581.554
572.61	581.861
573.22	582.168
573.84	582.475
574.45	582.782
575.06	583.089
575.67	583.396
576.29	583.703
576.90	584.010
577.51	584.318
578.13	584.625
578.74	584.932
579.36	585.240
579.97	585.548
580.59	585.855
581.20	586.163
581.82	586.471
582.43	586.779
583.05	587.087
583.67	587.395
